
Random ID,Duration (in seconds),"Please enter the code you received at the end of the game. Please ensure the code you enter here matches the code given to you by the game, if the codes do not match you will be unable to receive payment.",Select the choice that is second to the furthest right.,How mentally demanding was the task?,How physically demanding was the task?,How hurried or rushed was the pace of the task?,How successful were you in accomplishing what you were asked to do?,Select the choice that is all the way left.,How hard did you have to work to accomplish your level of performance?,"How insecure, discouraged, irritated, stressed, and annoyed were you?",I am optimistic towards artificial intelligence.,I am experienced working with artificial intelligence.,I have a positive relationship with technology.,Select the middle answer choice.,I would prefer working with a human rather than an AI.,I felt my teammate and I had a shared understanding of our teamwork.,I tried to cooperate with my teammate during the task.,My team member was cooperative during the task.,My teammate and I were cooperative during the task.,You must select the answer choice that states somewhat agree.,My teammate and I worked effectively during the task.,My teammate and I worked together better at the end of the task than at the beginning.,I am satisfied with my performance.,I am satisfied with my teammate's performance.,I would work with my teammate on another task.,I felt I was the leader during our collaboration.,I trust my teammate in acting in our mutual best interest.,I reacted aggressively towards my teammate.,My teammate reacted aggressively towards me.,I would like to be able to communicate with my teammate.,Our performance would benefit from?,What is your age?,What race are you?,What is your gender?,"Type the response ""human"".","What is the highest degree or level of school you have completed? (If you're currently enrolled in school, please state the highest degree you have received)"
8166,158,sepyouc,2,1,1,0,2,1,1,2,1,2,1,0,2,1,2,1,0,2,1,2,1,0,2,1,2,2,0,2,Performance appraisal allows you to provide positive feedback as well as identifying areas for improvement,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
6781,89,oollximr,1,2,2,-1,2,-1,2,-1,1,2,2,0,1,1,2,1,2,1,0,2,1,2,1,2,2,0,-1,1,GAME THEORY ,26-35,Caucasian,Female,human,"Masters degree (MA, MS, MEd)"
4212,237,iibvhiep,1,-2,-2,0,2,-2,-2,-1,-1,0,-1,0,2,-1,0,2,1,1,0,-2,2,1,1,2,-1,1,-2,1,communication and collaboration,56 - 65,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
8448,176,mdk,1,-1,-2,-2,2,-2,0,-2,1,1,0,0,1,-2,-2,-1,-2,1,1,-1,2,1,1,0,-1,2,0,-1,I don't know?,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
6400,214,aufrucr,1,0,-2,-2,0,-2,-2,-1,1,-1,1,0,1,-1,0,0,0,1,1,0,1,1,0,0,0,1,1,-1,more communication,36 - 45,Other,Male,human,"Bachelor's degree (BA, BS)"
9651,128,sdsthstf,1,-2,-2,1,1,-2,-2,-2,1,-1,1,0,2,1,-1,-1,-1,1,-1,-1,1,0,0,-1,0,1,1,-1,Everything worked out fine for me.,26-35,Caucasian,Male,human,Associates degree (AA)
1198,506,xqueem,1,-1,-2,0,1,-2,-1,-1,1,-2,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,-1,0,-1,the ability to message,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
5107,81,ueejtzma,1,-1,-2,0,1,-2,-1,-2,0,-1,1,0,1,-1,-1,0,-1,1,-1,-2,1,1,-1,0,1,1,-1,0,communication,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
2697,162,cwzxpjey,1,0,1,0,2,-2,0,-1,0,1,0,0,1,-1,0,-1,0,1,0,-1,2,0,0,0,-1,0,0,-1,game theory,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
7761,416,tvsmuxho,1,0,-1,0,1,-2,0,-1,1,-1,1,0,-1,-1,-1,2,-1,1,1,2,1,0,1,2,0,1,-1,-1,If we put our trust in each other. ,26-35,Asian,Male,human ,Associates degree (AA)
4828,272,zdzijfrm,1,0,0,0,1,-2,1,-1,1,1,1,0,0,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,1,either cooperating or defect,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
1397,69,tjkfrlts,1,-2,-1,-2,1,-2,0,1,2,1,0,0,2,0,-1,1,1,1,2,1,2,2,0,1,2,-2,0,0,Im not sure how to answer this ,18 - 25,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
3441,152,ltpjfnyb,2,-2,-2,-2,2,-2,-2,-2,2,2,2,0,0,-2,-2,-2,-2,1,-2,-2,2,0,0,0,0,-2,-2,0,cooperation,26-35,Asian,Male,human,Associates degree (AA)
3027,162,hbfbjxmo,1,0,-2,-2,-1,-2,1,-2,-1,-2,1,0,1,-1,2,-1,-1,1,-1,1,1,0,1,1,-1,-2,-2,2,"Communication, greater focus on outcomes.",18 - 25,Caucasian,Male,human,Some college
5162,166,wcqklwz,1,-1,-2,0,0,-2,-1,0,1,0,1,0,-1,-1,1,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-2,better or changing odds ,36 - 45,Caucasian,Female,human,"Masters degree (MA, MS, MEd)"
2727,94,qvkzelm,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,2,1,1,1,2,1,0,1,1,0,1,1,1,yes,26-35,Caucasian,Male,human,High school diploma (GED)
8008,78,sacln,1,-2,-2,-1,1,-2,0,-1,2,1,1,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,Nothing really.,26-35,Other,Male,human,Some college
7448,159,gdcajjcd,2,-2,-2,-2,2,-2,-2,-2,2,1,2,0,0,2,2,2,2,1,2,-2,2,2,2,-2,2,-2,-2,1,Nothing. We worked together cooperatively and it all worked out fine. ,46 - 55,Asian,Female,human,Associates degree (AA)
6539,64,damnvt,1,2,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
4850,86,gpgxvnrm,1,2,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Female,human,"Bachelor's degree (BA, BS)"
2673,313,orzgimfm,1,0,0,0,2,-2,0,-1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,artificial intelligence,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
5956,104,hirwalc,1,0,-2,-1,1,-2,0,-1,1,0,1,0,2,0,-1,-1,0,1,0,0,2,0,0,1,0,-1,-1,0,Better communication,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
3882,173,aqjatscd,1,2,2,1,2,1,2,1,2,1,2,0,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
9252,203,fmrvsn,-1,-1,-2,1,1,-2,0,0,2,-1,2,0,-1,-1,-1,-1,-2,1,-2,-2,-1,0,-1,-2,-1,-1,-1,1,"It took me until then end to realize it meant cooperate with the police, not with each other.",46 - 55,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
6380,59,cdyhqpyy,1,2,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
7563,88,lbgokb,1,-2,-2,-2,2,-2,-2,-2,0,0,2,0,0,-2,0,-1,-1,1,0,0,0,-2,0,0,0,0,0,0,Trust,18 - 25,Asian,Male,human,Some college
9325,153,taaxxuce,1,0,-2,0,0,-2,1,0,1,-1,1,0,1,-1,-1,0,-1,1,-1,-1,1,0,0,1,1,1,-1,1,being able to communicate to know what the other was doing.,26-35,African American,Female,human,"Masters degree (MA, MS, MEd)"
8338,105,cufvdlib,2,1,1,2,1,1,2,1,1,2,1,0,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,good,26-35,Indian,Female,human,"Bachelor's degree (BA, BS)"
7821,164,bdhgxpf,1,-1,-2,-2,0,-2,2,-1,1,-2,1,0,-1,0,-2,0,1,1,1,-1,1,1,2,1,1,-1,0,1,"Nothing. My teammate (AI) just did the same thing I did. I cooperated, he did. I didn't, he didn't. So, we worked well together.",56 - 65,Caucasian,Female,human,"Masters degree (MA, MS, MEd)"
9824,141,crbmcndi,2,-1,-1,1,0,-2,0,-1,1,0,1,0,1,-1,1,0,1,1,1,-1,0,-1,-1,-1,-1,0,0,-1,cooperating,26-35,Other,Male,human,Some college
9039,136,enaktmzv,0,-1,2,1,-1,-2,1,-1,1,2,2,0,2,2,1,2,1,1,2,-1,2,1,2,0,2,1,-2,1,nice,18 - 25,Indian,Female,human,"Masters degree (MA, MS, MEd)"
4798,183,tinfqmee,1,-2,-2,-2,0,-2,-1,-1,-2,-2,2,0,2,-2,1,-2,-2,1,-2,0,1,-1,0,-2,-2,2,0,2,It seemed that the AI didn't care what I did or what our points were.,36 - 45,Caucasian,Male,human,Some college
6413,65,yqicfea,1,-2,-2,-2,2,-2,-2,-2,-1,0,0,0,2,-2,-2,-2,-2,1,-2,-2,2,0,-1,1,-1,2,-1,-2,Better game theory and game setup,18 - 25,Caucasian,Male,human,Some college
7875,126,aeyvlrml,1,0,1,0,1,-2,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,-1,1,0,2,1,it's very knowledgeable,26-35,Asian,Male,human,"Bachelor's degree (BA, BS)"
9303,73,yrawxylp,1,0,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,good,18 - 25,Indian,Female,human,"Bachelor's degree (BA, BS)"
3916,114,qwuguqzo,1,0,0,2,1,-2,2,0,2,0,2,0,2,2,1,-1,2,1,2,2,0,2,2,-2,1,-2,0,2,good work,18 - 25,Indian,Female,human,"Masters degree (MA, MS, MEd)"
5868,192,zjjdbnfi,2,1,0,0,1,-2,1,0,1,1,1,0,1,0,-1,-1,-1,1,-1,-1,2,-1,0,1,-1,0,0,1,better cooperation,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
8472,92,lcazcj,2,-2,0,0,2,-2,-2,-2,0,2,2,0,0,2,-2,0,0,1,0,0,2,1,1,2,-2,1,-1,0,cooperation,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
1028,220,guuzbino,-1,-2,-2,-2,1,-2,2,-2,2,2,1,0,-1,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,each other,56 - 65,Caucasian,Female,human,High school diploma (GED)
5747,151,lwdcwpiu,-1,0,0,1,1,-2,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,2,0,interesting,26-35,Asian,Male,human,"Bachelor's degree (BA, BS)"
4327,165,bcsrmqm,1,-1,-2,-2,2,-2,0,-2,1,1,2,0,-1,-1,-1,0,-1,1,-1,-2,2,-1,-1,1,-1,2,-2,1,It seemed prone to defect at the beginning whereas I tend to cooperate first.,36 - 45,Other,Female,human,Some college
1466,66,qqjdxjhm,2,-1,0,0,1,-2,0,1,1,2,1,0,1,1,0,1,2,1,1,0,0,-1,1,1,0,0,1,1,Not sure.,36 - 45,Caucasian,Female,human,"Masters degree (MA, MS, MEd)"
5620,123,ivdvviyo,1,0,0,-2,1,-2,2,-1,2,2,2,0,2,1,0,1,2,1,-1,2,2,0,2,-2,2,0,0,2,depends on decision,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
2583,134,ksesrkce,-1,1,1,0,1,-2,1,0,1,0,1,0,1,1,2,1,0,1,2,0,-1,0,1,1,1,1,0,0,"SAVE TIMES , REDUCE CONFLICTS",26-35,Indian,Male,human,"Masters degree (MA, MS, MEd)"
6716,346,moiwjbhm,1,0,0,0,1,-2,0,-1,2,1,2,0,0,1,-1,-1,0,1,0,0,1,-1,0,1,0,1,0,0,if we both co-operate,36 - 45,Indian,Male,human,"Bachelor's degree (BA, BS)"
8232,156,jfrzbna,2,0,-1,1,2,-2,0,-1,1,-2,2,0,2,2,0,2,1,1,1,0,2,2,2,0,2,2,1,2,I don't understand this question,18 - 25,Indian,Male,human,Some college
2119,115,You will need this for the survey!,1,0,2,1,1,-1,1,-1,1,2,2,0,1,1,2,1,1,1,2,1,1,0,-2,1,1,2,-2,-2,artificial intelligence,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
3007,117,ftsmwbma,2,-1,-2,-2,2,-2,-2,-1,1,-2,2,0,1,-2,1,0,0,1,0,0,1,1,2,-1,0,-2,-2,1,not sure,26-35,Caucasian,Female,human,Some college
3411,113,lofmnnv,1,0,-2,0,-1,-2,1,1,2,0,1,0,-1,-1,1,0,1,1,1,2,0,0,1,-1,1,-1,-2,1,I am not sure.  More time?,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
1213,176,depjxw,1,-2,-2,-2,2,-2,0,-2,2,-1,2,0,0,0,-2,0,0,1,0,0,2,2,2,-2,-2,-2,-2,-2,"me getting more money, like, $50 more, and a pizza",36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
3690,291,lovbrvwl,0,1,1,1,2,0,2,2,0,0,2,0,2,1,0,2,2,0,1,2,2,2,1,0,2,1,2,1,O EXTRACURRICULAR ACTVITIES,26-35,Indian,Female,HUMAN,"Bachelor's degree (BA, BS)"
5663,790,uvbbizqm,1,1,0,1,0,1,0,1,0,1,-1,1,0,1,1,0,2,0,1,0,1,1,0,1,1,1,1,1,it should be practice.,26-35,Asian,Male,human,"Bachelor's degree (BA, BS)"
6106,103,siujifay,1,-1,-2,-2,0,-2,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,-2,-2,2,good teammates,36 - 45,Caucasian,Female,human,"Masters degree (MA, MS, MEd)"
4444,257,rhipjehc,1,-1,-1,0,1,-2,0,0,0,-2,0,0,-1,0,1,0,0,1,1,1,1,0,1,1,1,2,-2,1,benifit from? I don't understand what that means... AI ? is that what you were looking for?,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
4404,405,mxvja,2,-1,1,0,0,-2,1,2,2,1,2,0,-2,-2,2,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-1,more cooperation,36 - 45,Caucasian,Male,human,Some college
4162,444,ymuqeuny,1,2,2,1,2,-2,1,-2,2,-1,2,0,-1,1,1,2,1,1,2,1,2,1,2,2,1,-1,-1,2,AI,26-35,African American,Female,human,Associates degree (AA)
2676,300,hyocbqv,1,0,0,0,2,-2,2,-2,2,2,2,0,1,2,2,2,2,2,2,-2,2,2,2,2,2,-2,-2,2,our hard work,26-35,African American,Male,human,"Masters degree (MA, MS, MEd)"
2060,254,rjbocquf,1,2,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
3970,66,vwvutts,1,2,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
4216,67,rvgltjbv,1,0,0,-1,0,-2,0,0,0,0,-1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,nice,18 - 25,Indian,Female,human,"Bachelor's degree (BA, BS)"
4188,130,eyrsvoju,1,-2,-2,-2,0,-2,0,-2,0,-1,1,0,1,0,-1,1,0,1,1,0,1,1,1,0,-1,1,-1,1,"Not sure - I'm not the AI expert, you are!  :P",26-35,Caucasian,Male,human,High school diploma (GED)
8010,123,xdfzxh,2,-1,-2,-2,0,-2,-2,-1,-1,0,2,0,0,-2,-1,-1,-2,1,-2,0,0,-1,-1,-2,-2,1,1,0,Cooperation ,18 - 25,African American,Other,human,High school diploma (GED)
5210,150,tjwhtatw,1,-1,-1,0,2,-2,-1,-2,1,1,2,0,1,-1,-1,-1,-1,1,2,-2,2,2,2,2,-1,1,-1,-2,Doing the same thing over again.,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
4483,133,mlowhii,1,-2,-2,-2,0,-2,-2,-2,1,0,1,0,0,0,-2,0,-2,1,0,-1,1,1,1,0,-2,2,0,0,working together,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
8099,321,dfhbbr,1,0,-2,0,2,-2,-1,-2,2,-2,2,0,-1,-1,-1,2,0,1,1,1,2,1,1,2,1,-2,-2,-1,more trust and less each man for himself.,36 - 45,Caucasian,Male,human,High school diploma (GED)
4561,151,nypuf,1,-1,0,0,-1,-2,0,0,0,-1,0,0,2,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,more explanantion at beginning of what was going to happen,56 - 65,Caucasian,Female,human,Associates degree (AA)
9121,128,pkbnadqq,1,0,-2,-2,0,-2,0,-2,1,2,2,0,1,1,2,2,1,1,2,1,2,2,2,0,1,-1,-1,2,?,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
9565,315,fwnfjfsp,1,1,1,0,1,-2,0,-1,1,2,0,0,1,-1,0,1,0,1,0,1,0,1,-1,0,1,0,0,1,"yes, it gives benefits",26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
9151,319,qnfefxn,-1,2,2,1,2,-2,1,0,1,2,1,0,1,2,1,0,2,1,2,1,0,1,2,0,2,1,0,2,Proove the knowledge,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
3303,497,nyjcyyyi,2,0,-2,0,0,-2,-1,-2,1,-2,1,0,1,-2,1,-1,-1,1,-1,-1,0,0,1,-1,-1,-1,1,1,"Since my teammate was an AI, I'm not really sure what could be done to improve our performance in this scenario without me really knowing how the AI designed to work, or what the ideal result for the game is. Is the ideal for us both to come out of the game with the best outcome? If so, it would've been nice if it had worked with what I tried to do (cooperate to start, keep cooperating as long as the teammate would, defect when the teammate defects, and go back to cooperating when they cooperate) a little better.",46 - 55,Caucasian,Female,human,High school diploma (GED)
7654,251,llolhxh,-1,1,1,0,0,-2,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,PLAYING AGAINST AI ,18 - 25,Caucasian,Male,human ,"Masters degree (MA, MS, MEd)"
4123,350,iobdxp,1,2,1,2,1,-2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,18 - 25,Asian,Female,"""human""","Masters degree (MA, MS, MEd)"
5086,100,vuscqgpo,1,1,-2,-2,0,-2,0,-1,1,0,1,0,-1,2,-2,1,-2,1,-2,-2,2,2,2,-2,-2,2,2,-1,forms of communication,18 - 25,Other,Female,human,Some college
9421,169,gyektgrd,1,-2,-2,-2,2,-2,-2,-2,-1,1,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,-2,-2,-2,Me doing my best. ,26-35,Caucasian,Male,human,High school diploma (GED)
4483,174,jjbusyqu,-1,1,1,0,0,-2,1,-1,1,0,1,0,1,0,1,0,-1,1,0,1,1,0,1,2,0,1,0,1,improve our technical knowledge and skills.,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
8275,160,tgpxowsu,1,0,1,0,0,1,0,0,1,2,2,0,1,1,1,2,0,0,1,2,2,0,0,1,1,2,0,1,everything was fine,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
9684,85,ipobbtth,2,-1,-2,0,2,-2,0,-2,-1,1,1,0,-1,0,-1,-1,-1,1,1,1,2,2,2,1,-2,1,-1,-2,further consistency,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
6364,66,lcmrrji,1,-1,1,0,0,-2,1,0,1,-2,2,0,0,1,0,2,0,1,-1,1,2,-1,1,1,0,0,2,-1,I would,18 - 25,Caucasian,Male,human,Associates degree (AA)
1182,2048,nkvotqfq,-1,0,1,0,1,-2,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,IMPROVE THE KNOWLEDGE,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
4854,1895,jnnxbjh,-1,1,0,0,1,-2,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-1,0,1,improve my knowledge,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
3122,1902,biiswofk,-1,1,0,1,0,-2,0,1,-1,0,1,0,1,-1,0,1,0,1,0,1,0,0,-1,0,0,-1,1,1,improve my knowledge and tachnical skill.,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
6637,280,zsvigluy,1,-1,-1,-2,0,-2,-2,-2,1,-1,2,0,0,-2,-2,-2,-2,1,0,1,0,0,-1,-1,0,0,0,2,Cooperation,46 - 55,Caucasian,Male,human,Some college
4899,72,tdwcqpfu,1,2,2,2,2,-2,2,2,2,2,2,0,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
8338,128,jyoraj,1,-1,-2,-1,1,-2,1,-1,1,1,2,0,-1,-1,1,-1,-1,1,0,-1,1,0,-1,1,1,-1,1,-1,don't know,26-35,Caucasian,Male,human,Some college
4388,190,dyqjjeye,1,-1,-2,0,0,-2,-2,0,1,0,1,0,-1,0,0,0,0,1,1,0,1,1,1,0,0,-1,-1,-1,Not really sure,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
3977,137,auzbuqn,2,-1,-2,0,0,-2,-1,-2,-2,-1,1,0,1,-2,-1,-1,-2,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,Having a mutual benefit to the game rather than making it a competition.,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
7702,234,hqpbqql,1,0,-2,-2,0,-2,0,0,2,2,2,0,-1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,I learned to defect on the last turn from AI.,56 - 65,Caucasian,Female,human,"Masters degree (MA, MS, MEd)"
2531,137,rksvapn,1,1,-2,0,0,-2,0,-1,-1,0,1,0,1,0,-1,-1,-1,1,-1,-2,-1,-2,-1,-1,-2,1,2,1,communication,46 - 55,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
5974,203,tbnofhyf,2,-2,-2,0,-1,-2,-2,-2,0,0,1,0,2,-2,1,-1,0,1,0,0,-1,-1,-2,-1,-1,-2,-2,2,each other cooperating,56 - 65,Caucasian,Female,human,High school diploma (GED)
8250,814,dvypq,1,-1,-2,0,1,-2,-1,-2,1,-1,1,0,0,-1,0,1,1,1,0,1,2,2,1,0,0,0,-1,1,being able to send communications back and forth.,36 - 45,Caucasian,Female,human,Some college
6050,210,jdeoxssh,1,-2,-2,1,0,-2,-2,-2,1,-1,1,0,-1,1,1,1,1,1,1,0,-1,0,1,-1,1,-2,-2,-1,Being able to send each other mesaages,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
6552,147,zmgtdzp,1,-2,-2,0,0,-2,0,0,-1,1,2,0,0,-2,-2,-2,-2,1,-2,-2,2,1,1,-2,0,2,-1,1,them collaborating while I continued to defect. So essentially I don't think anything would have benefitted the pairing.,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
2392,125,xryeez,1,-1,-2,0,0,-2,0,-2,1,-2,1,0,0,-1,1,1,1,1,0,-1,1,1,0,-1,-1,-2,-2,0,Communicating ,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
6467,90,knnlfi,1,-2,-2,0,0,-2,-2,-2,2,0,2,0,1,0,0,1,0,1,0,0,2,2,2,0,0,-2,-2,2,Nothing that I can think of other than communication,36 - 45,Caucasian,Male,human,Some college
6397,161,wwwbihag,1,-1,-2,0,1,-2,0,-2,2,0,1,0,1,2,2,2,2,1,2,0,2,2,2,2,2,-2,-2,1,reliability to connect to the server,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
5378,96,omjqqytt,1,2,2,0,2,-2,1,-2,1,2,1,0,2,1,2,1,2,1,0,1,2,2,2,1,2,0,1,2,GAME THEORY ,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
9499,143,pkxpcydb,2,-2,-2,-2,2,-2,-2,-2,0,-2,1,0,2,0,-2,0,-2,1,-2,0,2,0,0,2,2,-2,-2,2,Open communication,18 - 25,Caucasian,Male,human,Some college
4560,102,mtrzuaqg,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,AI ,26-35,Indian,Male,human ,"Masters degree (MA, MS, MEd)"
5704,195,vfquzikg,1,0,-2,-2,2,-2,0,-2,2,-1,2,0,0,2,2,2,2,1,2,2,2,2,2,2,2,-2,-2,2,more work together,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
9140,120,zreqdjl,1,-1,-2,-2,1,-2,1,-2,1,1,1,0,0,1,1,2,1,1,2,0,1,1,2,1,1,-2,-2,0,nothing. was great,26-35,Caucasian,Female,human,Some college
7807,147,ayxgejoh,1,-1,-2,0,1,-2,-1,-2,2,0,2,0,1,1,1,0,0,1,1,0,1,0,1,0,0,-1,0,2,cooperation and communication,56 - 65,Caucasian,Male,human,Some college
6259,195,ffquulj,1,-1,-2,0,1,-2,-2,-2,1,-1,0,0,0,-2,0,0,0,1,0,1,1,1,2,0,-1,-2,-2,1,I can't think of anything,46 - 55,Caucasian,Female,human,Some college
7629,95,ztybzkud,2,-2,-2,0,1,-2,0,-2,1,1,2,0,1,2,2,2,2,1,2,2,2,2,2,2,2,0,-1,1,Everything was fine,26-35,African American,Male,human,"Bachelor's degree (BA, BS)"
6839,86,ccqagdq,2,-1,-2,-2,1,-2,1,-2,1,-1,1,0,-1,1,-1,1,1,1,2,-1,2,1,2,-1,-2,-2,-2,1,"steady decisions, consistency",26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
8076,109,cbnfhqlg,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,-1,1,1,0,1,1,0,1,1,0,1,0,india,26-35,Asian,Male,human,"Bachelor's degree (BA, BS)"
2873,117,jajuoaqz,1,-1,-2,-2,0,-2,0,0,2,-2,2,0,-1,1,0,1,1,1,1,2,1,0,1,0,0,-2,-2,0,I'm not sure.,36 - 45,Caucasian,Female,human,Some college
4922,109,mjddpux,1,2,1,2,1,-2,2,1,2,1,2,0,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
3724,88,etztiqd,1,2,2,1,2,-2,1,2,1,2,1,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,nice,18 - 25,Asian,Female,human,"Masters degree (MA, MS, MEd)"
5219,73,kvnvnwbf,1,2,2,1,2,-2,1,2,1,2,1,0,1,2,1,2,2,1,1,2,1,0,2,1,2,1,2,1,nice,18 - 25,Asian,Female,human,"Masters degree (MA, MS, MEd)"
4567,358,cvfqlwy,1,-1,-2,-1,2,-2,-1,-2,1,1,2,0,-1,1,1,0,1,1,2,0,2,1,1,2,1,-1,-1,1,"I don't understand the question. As for me I tended to select Opera more often, and it seemed to work.",36 - 45,Other,Female,human,Some college
1867,148,hqlisgcl,1,-1,-2,0,0,-2,0,-2,1,-1,2,0,1,1,1,1,1,1,2,-1,1,1,2,-1,1,-2,-2,1,Working together ,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
6180,98,uxkltrki,2,0,-1,-1,1,-2,0,-2,1,0,1,0,2,0,1,0,0,1,1,0,2,1,0,1,0,-1,-1,0,More consistant communication ,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
6358,1034,pylhdvee,-1,1,0,1,0,-2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,IMPROVE OUR KNOWLEDGE AND TECHNICAL SKILLS.,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
6306,75,cvtzjnjb,1,1,-1,1,1,-2,2,-2,0,-1,-1,0,-2,-2,-1,1,0,1,-1,1,0,2,1,0,2,1,0,2,Communication,18 - 25,Caucasian,Male,human,Associates degree (AA)
9965,73,gdvear,1,-2,-2,0,2,-2,-2,-2,1,-1,0,0,0,1,1,1,1,1,1,-2,2,2,2,2,2,-2,-2,0,n/a,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
